MyUnknownColumn,CHANNEL_DIM_SKEY,FOLIO_DIM_SKEY,KARVY_REF_NO,FOLIO_ID,SCHEME_CODE,SCHEME_PLAN,TRXN_PIN_CODE,TRXN_CAT,TRXN_TYPE,TXN_SUB_TYPE,INSTRUMENT_TYPE,INSTRUMENT_BANK,LOAD_PERCENTAGE,TRXN_DATE,TXN_PROCESSING_DATE,TRXN_BATCH_CLOSE_DATE,TRXN_STATUS,NO_OF_UNITS,PRICE_PER_UNIT,APPLICABLE_NAV_DATE,APPLICABLE_NAV,APPLICABLE_POP,GROSS_AMOUNT,REMARKS,RECORD_VALID_FLAG,INVESTOR_LOCATION,PIN_CODE_DIM_SKEY,ONLINE_OFFLINE_FLAG,INVESTOR_TYPE,TRXN_PROCESS_FLAG,TRXN_CLASSIFICATION,MF_SALES_TRXN_FACT_SKEY,CHANNEL_ID,RIA_CODE,is_excluded,is_reversal
1334,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-12-16,2020-12-16,2020-12-17,00Y0000000,0.007,0,2020-12-16,1001.4,1001.4,6.62,,Y,700153,8390134,OFFLINE,Retail,,LUMP SUM,145094774,000000-0,,0,0
1335,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-04-14,2020-04-14,2020-04-15,00Y0000000,0,0,2020-04-14,0,0,19,CF-DD-R-9013112625DTPI,Y,700153,4178533,OFFLINE,Retail,,LUMP SUM,28978469,000000-0,,0,0
1336,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-10-07,2020-10-08,2020-10-08,00Y0000000,0.013,0,2020-10-07,1001.4,1001.4,13.13,CF-RD-D-9013112625DTPO,Y,700153,7164059,OFFLINE,Retail,,LUMP SUM,21916682,000000-0,,0,0
1337,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-10-07,2020-10-07,2020-10-08,00Y0000000,0.008,0,2020-10-07,1001.4,1001.4,7.71,,Y,700153,7164059,OFFLINE,Retail,,LUMP SUM,21910502,000000-0,,0,0
1338,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-04-25,2020-04-27,2020-04-27,00Y0000000,0.016,0,2020-04-25,1001.4,1001.4,15.83,CF-RD-D-9013112625DTPO,Y,700153,4336229,OFFLINE,Retail,,LUMP SUM,21343614,000000-0,,0,0
1339,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-06-20,2020-06-22,2020-06-22,00Y0000000,0.012,0,2020-06-20,1001.4,1001.4,11.71,CF-RD-D-9013112625DTPO,Y,700153,5305089,OFFLINE,Retail,,LUMP SUM,12955713,000000-0,,0,0
1340,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-06-18,2020-06-19,2020-06-19,00Y0000000,0,0,2020-06-18,0,0,17.82,CF-DD-R-9013112625DTPI,Y,700153,5265539,OFFLINE,Retail,,LUMP SUM,16314384,000000-0,,0,0
1341,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-10-07,2020-10-07,2020-10-08,00Y0000000,0,0,2020-10-07,0,0,13.13,CF-DD-R-9013112625DTPI,Y,700153,7164059,OFFLINE,Retail,,LUMP SUM,28892749,000000-0,,0,0
1342,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-12-20,2020-12-19,2020-12-21,00Y0000000,0,0,2020-12-20,0,0,11.17,CF-DD-R-9013112625DTPI,Y,700153,8489009,OFFLINE,Retail,,LUMP SUM,146182996,000000-0,,0,0
1343,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-08-23,2020-08-22,2020-08-24,00Y0000000,0.007,0,2020-08-23,1001.4,1001.4,6.75,,Y,700153,6412564,OFFLINE,Retail,,LUMP SUM,21343761,000000-0,,0,0
1344,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-06-01,2020-06-02,2020-06-02,00Y0000000,0.007,0,2020-06-01,1001.4,1001.4,7.27,,Y,700153,4929366,OFFLINE,Retail,,LUMP SUM,21107510,000000-0,,0,0
1345,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-07-13,2020-07-14,2020-07-14,00Y0000000,0.007,0,2020-07-13,1001.4,1001.4,7,,Y,700153,5700629,OFFLINE,Retail,,LUMP SUM,12955735,000000-0,,0,0
1346,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-07-14,2020-07-15,2020-07-15,00Y0000000,0.011,0,2020-07-14,1001.4,1001.4,11.29,CF-RD-D-9013112625DTPO,Y,700153,5700629,OFFLINE,Retail,,LUMP SUM,12955736,000000-0,,0,0
1347,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-05-23,2020-05-23,2020-05-26,00Y0000000,0,0,2020-05-23,0,0,13.4,CF-DD-R-9013112625DTPI,Y,700153,4790939,OFFLINE,Retail,,LUMP SUM,28892723,000000-0,,0,0
1348,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-12-31,2020-12-31,2021-01-01,00Y0000000,0.009,0,2020-12-31,1001.4,1001.4,8.68,,Y,700153,8666984,OFFLINE,Retail,,LUMP SUM,154142065,000000-0,,0,0
1349,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-05-22,2020-05-23,2020-05-23,00Y0000000,0.017,0,2020-05-22,1001.4,1001.4,17.43,,Y,700153,4751389,OFFLINE,Retail,,LUMP SUM,12955669,000000-0,,0,0
1350,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-10-08,2020-10-08,2020-10-09,00Y0000000,0,0,2020-10-08,0,0,11.78,CF-DD-R-9013112625DTPI,Y,700153,7183834,OFFLINE,Retail,,LUMP SUM,28186073,000000-0,,0,0
1351,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-06-12,2020-06-13,2020-06-13,00Y0000000,0.024,0,2020-06-12,1001.4,1001.4,24.25,CF-RD-D-9013112625DTPO,Y,700153,5146889,OFFLINE,Retail,,LUMP SUM,12955704,000000-0,,0,0
1352,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-04-21,2020-04-22,2020-04-22,00Y0000000,0,0,2020-04-21,0,0,31.7,CF-DD-R-9013112625DTPI,Y,700153,4237669,OFFLINE,Retail,,LUMP SUM,28504916,000000-0,,0,0
1353,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-09-03,2020-09-03,2020-09-04,00Y0000000,0.007,0,2020-09-03,1001.4,1001.4,6.69,,Y,700153,6531229,OFFLINE,Retail,,LUMP SUM,12955802,000000-0,,0,0
1354,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-09-12,2020-09-14,2020-09-14,00Y0000000,0.012,0,2020-09-12,1001.4,1001.4,12.07,CF-RD-D-9013112625DTPO,Y,700153,6689439,OFFLINE,Retail,,LUMP SUM,21107640,000000-0,,0,0
1355,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-05-29,2020-05-30,2020-05-30,00Y0000000,0.004,0,2020-05-29,1001.4,1001.4,4.02,CF-RD-D-9013112625DTPO,Y,700153,4870039,OFFLINE,Retail,,LUMP SUM,21107501,000000-0,,0,0
1356,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-05-29,2020-05-30,2020-05-30,00Y0000000,0.003,0,2020-05-29,1001.4,1001.4,3.03,,Y,700153,4870039,OFFLINE,Retail,,LUMP SUM,21107504,000000-0,,0,0
1357,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-08-23,2020-08-22,2020-08-24,00Y0000000,0,0,2020-08-23,0,0,11.37,CF-DD-R-9013112625DTPI,Y,700153,6412564,OFFLINE,Retail,,LUMP SUM,16314392,000000-0,,0,0
1358,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-08-26,2020-08-27,2020-08-27,00Y0000000,0,0,2020-08-26,0,0,15.13,CF-DD-R-9013112625DTPI,Y,700153,6412564,OFFLINE,Retail,,LUMP SUM,16314393,000000-0,,0,0
1359,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-09-24,2020-09-24,2020-09-25,00Y0000000,0,0,2020-09-24,0,0,12.59,CF-DD-R-9013112625DTPI,Y,700153,6887189,OFFLINE,Retail,,LUMP SUM,16314398,000000-0,,0,0
1360,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-08-31,2020-09-01,2020-09-01,00Y0000000,0.013,0,2020-08-31,1001.4,1001.4,13.13,CF-RD-D-9013112625DTPO,Y,700153,6471904,OFFLINE,Retail,,LUMP SUM,21910467,000000-0,,0,0
1361,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-08-30,2020-08-30,2020-08-31,00Y0000000,0.012,0,2020-08-30,1001.4,1001.4,11.59,CF-RD-D-9013112625DTPO,Y,700153,6471904,OFFLINE,Retail,,LUMP SUM,21910466,000000-0,,0,0
1362,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-10-15,2020-10-16,2020-10-16,00Y0000000,0.014,0,2020-10-15,1001.4,1001.4,14.42,CF-RD-D-9013112625DTPO,Y,700153,7302484,OFFLINE,Retail,,LUMP SUM,21107682,000000-0,,0,0
1363,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-11-12,2020-11-13,2020-11-13,00Y0000000,0.019,0,2020-11-12,1001.4,1001.4,19.44,CF-RD-D-9013112625DTPO,Y,700153,7836409,OFFLINE,Retail,,LUMP SUM,132278034,000000-0,,0,0
1364,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-10-13,2020-10-14,2020-10-14,00Y0000000,0.015,0,2020-10-13,1001.4,1001.4,14.72,CF-RD-D-9013112625DTPO,Y,700153,7262934,OFFLINE,Retail,,LUMP SUM,21840818,000000-0,,0,0
1365,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-06-07,2020-06-06,2020-06-08,00Y0000000,0,0,2020-06-07,0,0,13.5,CF-DD-R-9013112625DTPI,Y,700153,5048014,OFFLINE,Retail,,LUMP SUM,16314382,000000-0,,0,0
1366,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2021-01-04,2021-01-05,2021-01-05,00Y0000000,0,0,2021-01-04,0,0,12.93,CF-DD-R-9013112625DTPI,Y,700153,8746084,OFFLINE,Retail,,LUMP SUM,155993860,000000-0,,0,0
1367,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-11-17,2020-11-17,2020-11-18,00Y0000000,0.007,0,2020-11-17,1001.4,1001.4,7.46,,Y,700153,7915509,OFFLINE,Retail,,LUMP SUM,133502491,000000-0,,0,0
1368,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-10-02,2020-10-02,2020-10-05,00Y0000000,0,0,2020-10-02,0,0,11.81,CF-DD-R-9013112625DTPI,Y,700153,7104734,OFFLINE,Retail,,LUMP SUM,16314401,000000-0,,0,0
1369,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-10-04,2020-10-02,2020-10-05,00Y0000000,0,0,2020-10-04,0,0,11.82,CF-DD-R-9013112625DTPI,Y,700153,7104734,OFFLINE,Retail,,LUMP SUM,16314402,000000-0,,0,0
1370,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-06-17,2020-06-18,2020-06-18,00Y0000000,0.009,0,2020-06-17,1001.4,1001.4,9.26,,Y,700153,5245764,OFFLINE,Retail,,LUMP SUM,21113137,000000-0,,0,0
1371,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-05-19,2020-05-20,2020-05-20,00Y0000000,0,0,2020-05-19,0,0,18.82,CF-DD-R-9013112625DTPI,Y,700153,4711839,OFFLINE,Retail,,LUMP SUM,28892722,000000-0,,0,0
1372,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-09-01,2020-09-02,2020-09-02,00Y0000000,0.016,0,2020-09-01,1001.4,1001.4,16.1,CF-RD-D-9013112625DTPO,Y,700153,6511454,OFFLINE,Retail,,LUMP SUM,12955798,000000-0,,0,0
1373,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-06-17,2020-06-18,2020-06-18,00Y0000000,0.017,0,2020-06-17,1001.4,1001.4,16.68,CF-RD-D-9013112625DTPO,Y,700153,5245764,OFFLINE,Retail,,LUMP SUM,21107534,000000-0,,0,0
1374,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-07-24,2020-07-27,2020-07-27,00Y0000000,0.011,0,2020-07-24,1001.4,1001.4,11.23,CF-RD-D-9013112625DTPO,Y,700153,5858839,OFFLINE,Retail,,LUMP SUM,21840727,000000-0,,0,0
1375,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-04-09,2020-04-09,2020-04-10,00Y0000000,0,0,2020-04-09,0,0,15.91,CF-DD-R-9013112625DTPI,Y,700153,4119381,OFFLINE,Retail,,LUMP SUM,28892714,000000-0,,0,0
1376,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-04-01,2020-04-02,2020-04-03,00Y0000000,0,0,2020-04-01,0,0,17.26,CF-DD-R-9013112625DTPI,Y,700153,4119381,OFFLINE,Retail,,LUMP SUM,28892712,000000-0,,0,0
1377,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-04-02,2020-04-03,2020-04-03,00Y0000000,0,0,2020-04-02,0,0,17.24,CF-DD-R-9013112625DTPI,Y,700153,4119381,OFFLINE,Retail,,LUMP SUM,28892713,000000-0,,0,0
1378,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-08-13,2020-08-14,2020-08-14,00Y0000000,0,0,2020-08-13,0,0,14.17,CF-DD-R-9013112625DTPI,Y,700153,6214809,OFFLINE,Retail,,LUMP SUM,28892743,000000-0,,0,0
1379,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-09-11,2020-09-11,2020-09-12,00Y0000000,0.003,0,2020-09-11,1001.4,1001.4,2.96,,Y,700153,6669664,OFFLINE,Retail,,LUMP SUM,12955809,000000-0,,0,0
1380,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-06-17,2020-06-18,2020-06-18,00Y0000000,0,0,2020-06-17,0,0,16.68,CF-DD-R-9013112625DTPI,Y,700153,5245764,OFFLINE,Retail,,LUMP SUM,28672134,000000-0,,0,0
1381,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-11-24,2020-11-24,2020-11-25,00Y0000000,0.005,0,2020-11-24,1001.4,1001.4,5.19,,Y,700153,8053939,OFFLINE,Retail,,LUMP SUM,135626597,000000-0,,0,0
1382,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-05-26,2020-05-27,2020-05-27,00Y0000000,0,0,2020-05-26,0,0,18.74,CF-DD-R-9013112625DTPI,Y,700153,4810714,OFFLINE,Retail,,LUMP SUM,28978476,000000-0,,0,0
1383,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-12-08,2020-12-08,2020-12-09,00Y0000000,0.004,0,2020-12-08,1001.4,1001.4,4.02,,Y,700153,8230728,OFFLINE,Retail,,LUMP SUM,140545302,000000-0,,0,0
1384,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-05-16,2020-05-16,2020-05-18,00Y0000000,0,0,2020-05-16,0,0,14.77,CF-DD-R-9013112625DTPI,Y,700153,4652514,OFFLINE,Retail,,LUMP SUM,28646092,000000-0,,0,0
1385,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2021-01-02,2021-01-02,2021-01-04,00Y0000000,0.006,0,2021-01-02,1001.4,1001.4,6.1,,Y,700153,8726309,OFFLINE,Retail,,LUMP SUM,155293052,000000-0,,0,0
1386,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-11-01,2020-10-31,2020-11-02,00Y0000000,0,0,2020-11-01,0,0,10.81,CF-DD-R-9013112625DTPI,Y,700153,7638659,OFFLINE,Retail,,LUMP SUM,28892753,000000-0,,0,0
1387,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-11-04,2020-11-05,2020-11-05,00Y0000000,0.013,0,2020-11-04,1001.4,1001.4,12.91,CF-RD-D-9013112625DTPO,Y,700153,7697984,OFFLINE,Retail,,LUMP SUM,21107698,000000-0,,0,0
1388,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-08-31,2020-08-31,2020-09-01,00Y0000000,0,0,2020-08-31,0,0,13.13,CF-DD-R-9013112625DTPI,Y,700153,6471904,OFFLINE,Retail,,LUMP SUM,28646111,000000-0,,0,0
1389,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-06-16,2020-06-17,2020-06-17,00Y0000000,0,0,2020-06-16,0,0,13.8,CF-DD-R-9013112625DTPI,Y,700153,5225989,OFFLINE,Retail,,LUMP SUM,28186068,000000-0,,0,0
1390,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-09-08,2020-09-09,2020-09-09,00Y0000000,0.006,0,2020-09-08,1001.4,1001.4,5.59,CF-RD-D-9013112625DTPO,Y,700153,6610339,OFFLINE,Retail,,LUMP SUM,12955807,000000-0,,0,0
1391,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-06-05,2020-06-06,2020-06-06,00Y0000000,0.004,0,2020-06-05,1001.4,1001.4,4.4,,Y,700153,5008464,OFFLINE,Retail,,LUMP SUM,12955694,000000-0,,0,0
1392,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-04-04,2020-04-04,2020-04-07,00Y0000000,0.009,0,2020-04-04,1001.4,1001.4,9.22,,Y,700153,4119381,OFFLINE,Retail,,LUMP SUM,21916466,000000-0,,0,0
1393,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-04-07,2020-04-08,2020-04-08,00Y0000000,0.005,0,2020-04-07,1001.4,1001.4,4.9,,Y,700153,4119381,OFFLINE,Retail,,LUMP SUM,21916471,000000-0,,0,0
1394,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-04-08,2020-04-09,2020-04-09,00Y0000000,0.017,0,2020-04-08,1001.4,1001.4,16.71,CF-RD-D-9013112625DTPO,Y,700153,4119381,OFFLINE,Retail,,LUMP SUM,21916473,000000-0,,0,0
1395,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-04-09,2020-04-09,2020-04-10,00Y0000000,0.016,0,2020-04-09,1001.4,1001.4,15.91,CF-RD-D-9013112625DTPO,Y,700153,4119381,OFFLINE,Retail,,LUMP SUM,21910286,000000-0,,0,0
1396,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-08-15,2020-08-17,2020-08-17,00Y0000000,0.012,0,2020-08-15,1001.4,1001.4,11.7,CF-RD-D-9013112625DTPO,Y,700153,6274134,OFFLINE,Retail,,LUMP SUM,12955781,000000-0,,0,0
1397,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-11-13,2020-11-14,2020-11-14,00Y0000000,0,0,2020-11-13,0,0,10.41,CF-DD-R-9013112625DTPI,Y,700153,7836409,OFFLINE,Retail,,LUMP SUM,132530163,000000-0,,0,0
1398,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-04-26,2020-04-27,2020-04-27,00Y0000000,0.016,0,2020-04-26,1001.4,1001.4,15.83,CF-RD-D-9013112625DTPO,Y,700153,4336229,OFFLINE,Retail,,LUMP SUM,21107464,000000-0,,0,0
1399,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-10-18,2020-10-17,2020-10-19,00Y0000000,0.007,0,2020-10-18,1001.4,1001.4,6.76,,Y,700153,7361809,OFFLINE,Retail,,LUMP SUM,21107684,000000-0,,0,0
1400,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-11-09,2020-11-10,2020-11-10,00Y0000000,0,0,2020-11-09,0,0,11.08,CF-DD-R-9013112625DTPI,Y,700153,7777084,OFFLINE,Retail,,LUMP SUM,28646122,000000-0,,0,0
1401,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-11-28,2020-11-28,2020-12-01,00Y0000000,0.006,0,2020-11-28,1001.4,1001.4,6.1,,Y,700153,8152819,OFFLINE,Retail,,LUMP SUM,137071964,000000-0,,0,0
1402,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-07-26,2020-07-25,2020-07-27,00Y0000000,0.007,0,2020-07-26,1001.4,1001.4,6.92,,Y,700153,5858839,OFFLINE,Retail,,LUMP SUM,21916604,000000-0,,0,0
1403,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-04-10,2020-04-10,2020-04-13,00Y0000000,0,0,2020-04-10,0,0,18.48,CF-DD-R-9013112625DTPI,Y,700153,4178533,OFFLINE,Retail,,LUMP SUM,28672129,000000-0,,0,0
1404,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-04-16,2020-04-17,2020-04-17,00Y0000000,0,0,2020-04-16,0,0,26.95,CF-DD-R-9013112625DTPI,Y,700153,4178533,OFFLINE,Retail,,LUMP SUM,28672130,000000-0,,0,0
1405,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-12-26,2020-12-28,2020-12-28,00Y0000000,0.011,0,2020-12-26,1001.4,1001.4,10.72,CF-RD-D-9013112625DTPO,Y,700153,8627434,OFFLINE,Retail,,LUMP SUM,150511666,000000-0,,0,0
1406,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-06-01,2020-06-02,2020-06-02,00Y0000000,0.013,0,2020-06-01,1001.4,1001.4,12.71,CF-RD-D-9013112625DTPO,Y,700153,4929366,OFFLINE,Retail,,LUMP SUM,21840655,000000-0,,0,0
1407,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-04-24,2020-04-25,2020-04-25,00Y0000000,0.017,0,2020-04-24,1001.4,1001.4,17.23,CF-RD-D-9013112625DTPO,Y,700153,4296805,OFFLINE,Retail,,LUMP SUM,12955628,000000-0,,0,0
1408,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-09-24,2020-09-24,2020-09-25,00Y0000000,0.007,0,2020-09-24,1001.4,1001.4,7.41,,Y,700153,6887189,OFFLINE,Retail,,LUMP SUM,12955825,000000-0,,0,0
1409,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-07-26,2020-07-27,2020-07-27,00Y0000000,0.012,0,2020-07-26,1001.4,1001.4,11.79,CF-RD-D-9013112625DTPO,Y,700153,5858839,OFFLINE,Retail,,LUMP SUM,21848902,000000-0,,0,0
1410,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-09-25,2020-09-28,2020-09-28,00Y0000000,0.013,0,2020-09-25,1001.4,1001.4,13.14,CF-RD-D-9013112625DTPO,Y,700153,6946524,OFFLINE,Retail,,LUMP SUM,21107655,000000-0,,0,0
1411,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-12-17,2020-12-18,2020-12-18,00Y0000000,0.006,0,2020-12-17,1001.4,1001.4,6.5,CF-RD-D-9013112625DTPO,Y,700153,8409909,OFFLINE,Retail,,LUMP SUM,145428330,000000-0,,0,0
1412,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-04-04,2020-04-04,2020-04-07,00Y0000000,0,0,2020-04-04,0,0,17.15,CF-DD-R-9013112625DTPI,Y,700153,4119381,OFFLINE,Retail,,LUMP SUM,28646089,000000-0,,0,0
1413,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-09-14,2020-09-14,2020-09-15,00Y0000000,0.008,0,2020-09-14,1001.4,1001.4,7.62,,Y,700153,6709214,OFFLINE,Retail,,LUMP SUM,21916661,000000-0,,0,0
1414,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-09-11,2020-09-11,2020-09-12,00Y0000000,0.004,0,2020-09-11,1001.4,1001.4,3.74,CF-RD-D-9013112625DTPO,Y,700153,6669664,OFFLINE,Retail,,LUMP SUM,21848966,000000-0,,0,0
1415,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-07-01,2020-07-02,2020-07-02,00Y0000000,0.012,0,2020-07-01,1001.4,1001.4,11.73,,Y,700153,5463299,OFFLINE,Retail,,LUMP SUM,21848872,000000-0,,0,0
1416,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-12-06,2020-12-05,2020-12-07,00Y0000000,0,0,2020-12-06,0,0,10.75,CF-DD-R-9013112625DTPI,Y,700153,8230728,OFFLINE,Retail,,LUMP SUM,140432333,000000-0,,0,0
1417,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-11-08,2020-11-07,2020-11-09,00Y0000000,0,0,2020-11-08,0,0,10.49,CF-DD-R-9013112625DTPI,Y,700153,7757309,OFFLINE,Retail,,LUMP SUM,28084379,000000-0,,0,0
1418,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2021-01-02,2021-01-02,2021-01-04,00Y0000000,0,0,2021-01-02,0,0,9.71,CF-DD-R-9013112625DTPI,Y,700153,8726309,OFFLINE,Retail,,LUMP SUM,154774294,000000-0,,0,0
1419,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-05-30,2020-05-30,2020-06-01,00Y0000000,0,0,2020-05-30,0,0,13.5,CF-DD-R-9013112625DTPI,Y,700153,4909589,OFFLINE,Retail,,LUMP SUM,28892724,000000-0,,0,0
1420,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-06-18,2020-06-19,2020-06-19,00Y0000000,0.01,0,2020-06-18,1001.4,1001.4,9.81,,Y,700153,5265539,OFFLINE,Retail,,LUMP SUM,21848852,000000-0,,0,0
1421,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-12-22,2020-12-23,2020-12-23,00Y0000000,0.007,0,2020-12-22,1001.4,1001.4,6.88,,Y,700153,8528559,OFFLINE,Retail,,LUMP SUM,147144365,000000-0,,0,0
1422,4090292,12203418,0,9013112625,CF,DD,,P,DIR,,,,0,2020-06-10,2020-06-11,2020-06-11,00Y0000000,0.009,0,2020-06-10,1001.4,1001.4,8.64,,Y,700153,5127114,OFFLINE,Retail,,LUMP SUM,21107524,000000-0,,0,0
1423,4090292,12203418,0,9013112625,CF,DD,,P,DSPI,DTPI,,,0,2020-12-28,2020-12-29,2020-12-29,00Y0000000,0.012,0,2020-12-28,1001.4,1001.4,11.92,CF-RD-D-9013112625DTPO,Y,700153,8627434,OFFLINE,Retail,,LUMP SUM,152556800,000000-0,,0,0
1424,4090292,12203418,0,9013112625,CF,RD,,N,DSPO,DTPO,,,0,2020-09-26,2020-09-26,2020-09-28,00Y0000000,0,0,2020-09-26,0,0,13.22,CF-DD-R-9013112625DTPI,Y,700153,6946524,OFFLINE,Retail,,LUMP SUM,16314399,000000-0,,0,0
